component,consolidated_name,component_size,austraits_trait_name,bien_trait_name,gift_trait_name,try_trait_id
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_1,343
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_1,201
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_1,1188
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_2,42
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_2,3401
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_2,3400
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_2,343
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_2,201
1,Plant growth form,29,life_form,whole plant growth form,Growth_form_2,1188
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_1,42
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_1,3401
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_1,3400
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_1,343
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_1,201
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_1,1188
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_2,42
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_2,3401
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_2,3400
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_2,343
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_2,201
1,Plant growth form,29,life_form,whole plant growth form,Epiphyte_2,1188
1,Plant growth form,29,life_form,whole plant growth form,Climber_1,42
1,Plant growth form,29,life_form,whole plant growth form,Climber_1,3401
1,Plant growth form,29,life_form,whole plant growth form,Climber_1,3400
1,Plant growth form,29,life_form,whole plant growth form,Climber_1,343
1,Plant growth form,29,life_form,whole plant growth form,Climber_1,201
1,Plant growth form,29,life_form,whole plant growth form,Climber_1,1188
1,Plant growth form,29,life_form,whole plant growth form,Climber_2,42
1,Plant growth form,29,life_form,whole plant growth form,Climber_2,3401
1,Plant growth form,29,life_form,whole plant growth form,Climber_2,3400
1,Plant growth form,29,life_form,whole plant growth form,Climber_2,343
1,Plant growth form,29,life_form,whole plant growth form,Climber_2,201
1,Plant growth form,29,life_form,whole plant growth form,Climber_2,1188
1,Plant growth form,29,life_form,whole plant growth form,Parasite_1,42
1,Plant growth form,29,life_form,whole plant growth form,Parasite_1,3401
1,Plant growth form,29,life_form,whole plant growth form,Parasite_1,3400
1,Plant growth form,29,life_form,whole plant growth form,Parasite_1,343
1,Plant growth form,29,life_form,whole plant growth form,Parasite_1,201
1,Plant growth form,29,life_form,whole plant growth form,Parasite_1,1188
1,Plant growth form,29,life_form,whole plant growth form,Aquatic_1,42
1,Plant growth form,29,life_form,whole plant growth form,Aquatic_1,3401
1,Plant growth form,29,life_form,whole plant growth form,Aquatic_1,3400
1,Plant growth form,29,life_form,whole plant growth form,Aquatic_1,343
1,Plant growth form,29,life_form,whole plant growth form,Aquatic_1,201
1,Plant growth form,29,life_form,whole plant growth form,Aquatic_1,1188
1,Plant growth form,29,life_form,whole plant growth form,Shoot_orientation,42
1,Plant growth form,29,life_form,whole plant growth form,Shoot_orientation,3401
1,Plant growth form,29,life_form,whole plant growth form,Shoot_orientation,3400
1,Plant growth form,29,life_form,whole plant growth form,Shoot_orientation,343
1,Plant growth form,29,life_form,whole plant growth form,Shoot_orientation,201
1,Plant growth form,29,life_form,whole plant growth form,Shoot_orientation,1188
1,Plant growth form,29,life_form,whole plant growth form,Life_form_1,42
1,Plant growth form,29,life_form,whole plant growth form,Life_form_1,3401
1,Plant growth form,29,life_form,whole plant growth form,Life_form_1,3400
1,Plant growth form,29,life_form,whole plant growth form,Life_form_1,343
1,Plant growth form,29,life_form,whole plant growth form,Life_form_1,201
1,Plant growth form,29,life_form,whole plant growth form,Life_form_1,1188
1,Plant growth form,29,life_form,whole plant growth form,Life_form_2,42
1,Plant growth form,29,life_form,whole plant growth form,Life_form_2,3401
1,Plant growth form,29,life_form,whole plant growth form,Life_form_2,3400
1,Plant growth form,29,life_form,whole plant growth form,Life_form_2,343
1,Plant growth form,29,life_form,whole plant growth form,Life_form_2,201
1,Plant growth form,29,life_form,whole plant growth form,Life_form_2,1188
1,Plant growth form,29,life_form,whole plant growth form,Carnivory,42
1,Plant growth form,29,life_form,whole plant growth form,Carnivory,3401
1,Plant growth form,29,life_form,whole plant growth form,Carnivory,3400
1,Plant growth form,29,life_form,whole plant growth form,Carnivory,343
1,Plant growth form,29,life_form,whole plant growth form,Carnivory,201
1,Plant growth form,29,life_form,whole plant growth form,Carnivory,1188
1,Plant growth form,29,life_form,whole plant growth form,Succulence_1,42
1,Plant growth form,29,life_form,whole plant growth form,Succulence_1,3401
1,Plant growth form,29,life_form,whole plant growth form,Succulence_1,3400
1,Plant growth form,29,life_form,whole plant growth form,Succulence_1,343
1,Plant growth form,29,life_form,whole plant growth form,Succulence_1,201
1,Plant growth form,29,life_form,whole plant growth form,Succulence_1,1188
1,Plant growth form,29,life_form,whole plant growth form,Succulence_2,42
1,Plant growth form,29,life_form,whole plant growth form,Succulence_2,3401
1,Plant growth form,29,life_form,whole plant growth form,Succulence_2,3400
1,Plant growth form,29,life_form,whole plant growth form,Succulence_2,343
1,Plant growth form,29,life_form,whole plant growth form,Succulence_2,201
1,Plant growth form,29,life_form,whole plant growth form,Succulence_2,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_1,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_1,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_1,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_1,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_1,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_1,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_2,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_2,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_2,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_2,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_2,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Growth_form_2,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_1,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_1,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_1,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_1,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_1,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_1,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_2,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_2,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_2,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_2,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_2,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Epiphyte_2,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_1,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_1,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_1,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_1,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_1,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_1,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_2,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_2,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_2,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_2,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_2,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Climber_2,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Parasite_1,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Parasite_1,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Parasite_1,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Parasite_1,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Parasite_1,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Parasite_1,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Aquatic_1,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Aquatic_1,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Aquatic_1,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Aquatic_1,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Aquatic_1,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Aquatic_1,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Shoot_orientation,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Shoot_orientation,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Shoot_orientation,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Shoot_orientation,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Shoot_orientation,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Shoot_orientation,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_1,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_1,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_1,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_1,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_1,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_1,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_2,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_2,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_2,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_2,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_2,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Life_form_2,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Carnivory,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Carnivory,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Carnivory,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Carnivory,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Carnivory,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Carnivory,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_1,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_1,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_1,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_1,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_1,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_1,1188
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_2,42
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_2,3401
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_2,3400
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_2,343
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_2,201
1,Plant growth form,29,life_form,whole plant growth form diversity,Succulence_2,1188
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_1,42
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_1,3401
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_1,3400
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_1,343
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_1,201
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_1,1188
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_2,42
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_2,3401
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_2,3400
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_2,343
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_2,201
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Growth_form_2,1188
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_1,42
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_1,3401
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_1,3400
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_1,343
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_1,201
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_1,1188
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_2,42
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_2,3401
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_2,3400
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_2,343
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_2,201
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Epiphyte_2,1188
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_1,42
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_1,3401
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_1,3400
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_1,343
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_1,201
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_1,1188
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_2,42
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_2,3401
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_2,3400
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_2,343
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_2,201
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Climber_2,1188
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Parasite_1,42
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Parasite_1,3401
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Parasite_1,3400
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Parasite_1,343
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Parasite_1,201
1,Plant growth form,29,plant_growth_substrate,whole plant growth form,Parasite_1,1188
